source,title,price,location,size,listing_type,link
OpenSooq,Exclusive Beachfront Villa in Jebel Sifah فيلا فاخرة على البحر في جبل سيفة,"205,000 OMR",", Al-Sifah, 919595XX",129 m²,Property for Sale,https://om.opensooq.com/en/search/266557897
OpenSooq,428 m2 More than 6 bedrooms Villa for Sale in Muscat Al Mouj,"517,000 OMR",", Al Mouj, 939918XX",428 m²,Property for Sale,https://om.opensooq.com/en/search/266669201
OpenSooq,58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"24,400 OMR",", Al Khoud, 913109XX",58 m²,Property for Sale,https://om.opensooq.com/en/search/266844313
OpenSooq,Commercial Land for Sale in Muscat Seeb,"119,000 OMR",", Seeb, 993358XX",,Property for Sale,https://om.opensooq.com/en/search/261935021
OpenSooq,102 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"46,500 OMR",", Bosher, 954205XX",102 m²,Property for Sale,https://om.opensooq.com/en/search/261769649
OpenSooq,Residential Land for Sale in Muscat Amerat,"8,200 OMR",", Amerat, 995786XX",,Property for Sale,https://om.opensooq.com/en/search/266717487
OpenSooq,58 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"24,400 OMR",", Al Khoud, 913109XX",58 m²,Property for Sale,https://om.opensooq.com/en/search/266845569
OpenSooq,67 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"29,000 OMR",", Bosher, 998915XX",67 m²,Property for Sale,https://om.opensooq.com/en/search/262215471
OpenSooq,Residential Land for Sale in Al Dakhiliya Bidbid,"42,500 OMR",", Bidbid, 995786XX",,Property for Sale,https://om.opensooq.com/en/search/261168273
OpenSooq,NEW VILLA FOR SALE,"83,000 OMR",", Al Maabilah, 975644XX",401 m²,Property for Sale,https://om.opensooq.com/en/search/266284445
OpenSooq,56 m2 1 Bedroom Apartments for Sale in Muscat Al-Hail,"22,000 OMR",", Al-Hail, 980242XX",56 m²,Property for Sale,https://om.opensooq.com/en/search/264379505
OpenSooq,Residential Land for Sale in Muscat Seeb,"450,000 OMR",", Seeb, 949439XX",,Property for Sale,https://om.opensooq.com/en/search/266552651
OpenSooq,24400 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"24,400 OMR",", Al Khoud, 913109XX",24400 m²,Property for Sale,https://om.opensooq.com/en/search/266845737
OpenSooq,67 m2 Studio Apartments for Sale in Muscat Azaiba,"25,000 OMR",", Azaiba, 980242XX",67 m²,Property for Sale,https://om.opensooq.com/en/search/263150853
OpenSooq,402 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,"88,000 OMR",", Al Maabilah, 715050XX",402 m²,Property for Sale,https://om.opensooq.com/en/search/265596219
OpenSooq,272 m2 4 Bedrooms Villa for Sale in Dhofar Salala,"72,000 OMR",", Salala, 996722XX",272 m²,Property for Sale,https://om.opensooq.com/en/search/266934221
OpenSooq,"Luxurious 1BHK Apartment – Brand New, Fully Furnished – Muscat Hills – OMR 75,000","75,000 OMR",", Muscat Hills, 920000XX",95 m²,Property for Sale,https://om.opensooq.com/en/search/267039865
OpenSooq,Residential Land for Sale in Muscat Amerat,"16,000 OMR",", Amerat, 994280XX",,Property for Sale,https://om.opensooq.com/en/search/264124447
OpenSooq,واخيراً أقوى سوق تجاري في السلطنة تملك محلك التجاري مع محمد الرواحي بدون فوائد واقساط 30 شهر,"29,406 OMR",", Seeb, 771110XX",30 m²,Property for Sale,https://om.opensooq.com/en/search/265763345
OpenSooq,For sale at Muscat hills 2 bedrooms apartment 135Sqm ready to move for life time Oman residency,"97,000 OMR",", Muscat Hills, 982521XX",135 m²,Property for Sale,https://om.opensooq.com/en/search/265816145
OpenSooq,32 m2 Studio Apartments for Sale in Muscat Halban,"7,800 OMR",", Halban, 943336XX",32 m²,Property for Sale,https://om.opensooq.com/en/search/264855853
OpenSooq,Residential Land for Sale in Muscat Quriyat,"12,000 OMR",", Quriyat, 726131XX",,Property for Sale,https://om.opensooq.com/en/search/266670583
OpenSooq,Residential Land for Sale in Muscat Amerat,"46,000 OMR",", Amerat, 970008XX",,Property for Sale,https://om.opensooq.com/en/search/264782385
OpenSooq,تملك محلك على اول خط شارع السلطان قابوس في أكبر سوق تجاري فؤ عمان بدون فوائد,"29,406 OMR",", Bosher, 771110XX",30 m²,Property for Sale,https://om.opensooq.com/en/search/265763063
OpenSooq,Residential Land for Sale in Muscat Amerat,"2,600 OMR",", Amerat, 970008XX",,Property for Sale,https://om.opensooq.com/en/search/266614021
OpenSooq,مكتب للبيع شبه جاهز في موقع حيوي وارقى التشطيبات و المميزات  وعائد شهري مضمون,"31,000 OMR",", Ghala, 977542XX",63 m²,Property for Sale,https://om.opensooq.com/en/search/265389585
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"27,000 OMR",", Bosher, 955999XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/265762701
OpenSooq,Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 969666XX",,Property for Sale,https://om.opensooq.com/en/search/266160339
OpenSooq,Residential Land for Sale in Muscat Amerat,"27,000 OMR",", Amerat, 970008XX",,Property for Sale,https://om.opensooq.com/en/search/266613813
OpenSooq,محلات تجارية ف منطقة حيوية جدا,"25,000 OMR",", Al Khoud, 938800XX",31 m²,Property for Sale,https://om.opensooq.com/en/search/266073863
OpenSooq,Residential Land for Sale in Muscat Amerat,"8,500 OMR",", Amerat, 970008XX",,Property for Sale,https://om.opensooq.com/en/search/266613611
OpenSooq,Residential Land for Sale in Muscat Amerat,"11,110 OMR",", Amerat, 929015XX",,Property for Sale,https://om.opensooq.com/en/search/266496801
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Ghala,"26,000 OMR",", Ghala, 770009XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/259719065
OpenSooq,300 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,"146,000 OMR",", Bosher, 773473XX",300 m²,Property for Sale,https://om.opensooq.com/en/search/266140351
OpenSooq,Residential Land for Sale in Muscat Amerat,"8,200 OMR",", Amerat, 948889XX",,Property for Sale,https://om.opensooq.com/en/search/266932847
OpenSooq,272 m2 4 Bedrooms Villa for Sale in Dhofar Salala,"72,000 OMR",", Salala, 717099XX",272 m²,Property for Sale,https://om.opensooq.com/en/search/263943399
OpenSooq,Residential Land for Sale in Muscat Amerat,"98,000 OMR",", Amerat, 944423XX",,Property for Sale,https://om.opensooq.com/en/search/267038499
OpenSooq,عرض مميز للبيع مكتب طابق ارضي نظام بزنس سنتر مؤجر ومقسم ل تسعة مكاتب في غلا,"140,000 OMR",", Ghala, 924618XX",190 m²,Property for Sale,https://om.opensooq.com/en/search/261517041
OpenSooq,67 m2 2 Bedrooms Apartments for Sale in Muscat Bosher,"33,000 OMR",", Bosher, 955952XX",67 m²,Property for Sale,https://om.opensooq.com/en/search/263863199
OpenSooq,65 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,500 OMR",", Al Khoud, 955952XX",65 m²,Property for Sale,https://om.opensooq.com/en/search/262233525
OpenSooq,67 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"26,500 OMR",", Al Khoud, 955952XX",67 m²,Property for Sale,https://om.opensooq.com/en/search/262233937
OpenSooq,Residential Land for Sale in Al Batinah Barka,"17,800 OMR",", Barka, 964041XX",,Property for Sale,https://om.opensooq.com/en/search/265702163
OpenSooq,Luxury 2bedroom apartment for sale in Muscat hills,"85,000 OMR",", Muscat Hills, 786427XX",130 m²,Property for Sale,https://om.opensooq.com/en/search/266766591
OpenSooq,65 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"25,500 OMR",", Al Khoud, 955952XX",65 m²,Property for Sale,https://om.opensooq.com/en/search/262235049
OpenSooq,60 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,"17,500 OMR",", Al Maabilah, 933322XX",60 m²,Property for Sale,https://om.opensooq.com/en/search/266124101
OpenSooq,192 m2 5 Bedrooms Villa for Sale in Al Batinah Barka,"44,000 OMR",", Barka, 961213XX",192 m²,Property for Sale,https://om.opensooq.com/en/search/265643741
OpenSooq,واجهة عملك تبدأ بمكتب فاخر في مشروع العُلا الواقع في غلا - مرتفعات المطار,"31,000 OMR",", Ghala, 955952XX",63 m²,Property for Sale,https://om.opensooq.com/en/search/265048181
OpenSooq,660 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"25,000 OMR",", Bosher, 727272XX",660 m²,Property for Sale,https://om.opensooq.com/en/search/266143479
OpenSooq,114 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,"51,000 OMR",", Bosher, 955952XX",114 m²,Property for Sale,https://om.opensooq.com/en/search/265078135
OpenSooq,300 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,"65,000 OMR",", Al Maabilah, 919111XX",300 m²,Property for Sale,https://om.opensooq.com/en/search/266869471
OpenSooq,محل للتاجير في موقع الذهبي في بوشر على الشارع دوحة الادب جاهز بمساحة كبيره جاهز للشغل فيه,"1,300 OMR",", Bosher, 722298XX",150 m²,Property for Sale,https://om.opensooq.com/en/search/265371003
OpenSooq,مکاتب تجاریة ا استثمار ذهبي ا تقسیط ا موج مسقط,"2,100,000 OMR",", Al Mouj, 939918XX",1128 m²,Property for Sale,https://om.opensooq.com/en/search/266229677
OpenSooq,محل مميز للبيع في بوشر مقابل عمان مول - على بعد خطوات من جامع محمد الأمين و مجمع بوشر الرياضي,"49,000 OMR",", Bosher, 955952XX",49 m²,Property for Sale,https://om.opensooq.com/en/search/265078507
OpenSooq,58 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"29,000 OMR",", Bosher, 955952XX",58 m²,Property for Sale,https://om.opensooq.com/en/search/265078965
OpenSooq,Residential Land for Sale in Muscat Amerat,"35,000 OMR",", Amerat, 995505XX",,Property for Sale,https://om.opensooq.com/en/search/266930935
OpenSooq,Residential Land for Sale in Al Batinah Barka,"5,900 OMR",", Barka, 926866XX",,Property for Sale,https://om.opensooq.com/en/search/265815895
OpenSooq,113 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,"41,000 OMR",", Al Khoud, 991119XX",113 m²,Property for Sale,https://om.opensooq.com/en/search/266834391
OpenSooq,250 m2 5 Bedrooms Townhouse for Sale in Muscat Al Maabilah,"87,000 OMR",", Al Maabilah, 949990XX",250 m²,Property for Sale,https://om.opensooq.com/en/search/262240603
OpenSooq,Residential Land for Sale in Muscat Amerat,"7,400 OMR",", Amerat, 995786XX",,Property for Sale,https://om.opensooq.com/en/search/264202843
OpenSooq,122 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"39,500 OMR",", Al Maabilah, 969317XX",122 m²,Property for Sale,https://om.opensooq.com/en/search/265545053
OpenSooq,Residential Land for Sale in Muscat Amerat,"25,000 OMR",", Amerat, 988969XX",,Property for Sale,https://om.opensooq.com/en/search/266439429
OpenSooq,122 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,"39,500 OMR",", Al Maabilah, 915716XX",122 m²,Property for Sale,https://om.opensooq.com/en/search/265544899
OpenSooq,112 m2 3 Bedrooms Apartments for Sale in Muscat Ghubrah,"50,000 OMR",", Ghubrah, 980242XX",112 m²,Property for Sale,https://om.opensooq.com/en/search/266793043
OpenSooq,51 m2 1 Bedroom Apartments for Sale in Muscat Al Khoud,"27,000 OMR",", Al Khoud, 980242XX",51 m²,Property for Sale,https://om.opensooq.com/en/search/266806033
OpenSooq,أنا المالك للبيع مكتب غير مؤجر في غلا جنب فندق سنتارا مساحه 245 متر بسعر مميز,"125,000 OMR",", Ghala, 924618XX",245 m²,Property for Sale,https://om.opensooq.com/en/search/257121045
OpenSooq,62 m2 1 Bedroom Apartments for Sale in Muscat Bosher,"27,000 OMR",", Bosher, 998915XX",62 m²,Property for Sale,https://om.opensooq.com/en/search/262215863
OpenSooq,96 m2 2 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"33,500 OMR",", Al Mawaleh, 727272XX",96 m²,Property for Sale,https://om.opensooq.com/en/search/266552083
OpenSooq,امتلك محلك الآن في موقع حيوي – قيد الإنشاء في قلب المعبيلة,"52,000 OMR",", Al Maabilah, 933322XX",36 m²,Property for Sale,https://om.opensooq.com/en/search/266123197
OpenSooq,115 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"40,500 OMR",", Al Mawaleh, 727272XX",115 m²,Property for Sale,https://om.opensooq.com/en/search/266551979
OpenSooq,مكاتب قيد الإنشاء مع تسهيلات دفع – مثالية للاستثمار في المعبيلة,"25,000 OMR",", Al Maabilah, 933322XX",71 m²,Property for Sale,https://om.opensooq.com/en/search/266122887
OpenSooq,152 m2 3 Bedrooms Apartments for Sale in Muscat Bosher,"120,000 OMR",", Bosher, 966664XX",152 m²,Property for Sale,https://om.opensooq.com/en/search/265642593
OpenSooq,51 m2 1 Bedroom Apartments for Sale in Dhofar Salala,"16,000 OMR",", Salala, 929177XX",51 m²,Property for Sale,https://om.opensooq.com/en/search/266827015
OpenSooq,Residential Land for Sale in Al Batinah Al Masnaah,"4,100 OMR",", Al Masnaah, 993407XX",,Property for Sale,https://om.opensooq.com/en/search/265700467
OpenSooq,Residential Land for Sale in Muscat Amerat,"92,000 OMR",", Amerat, 977987XX",,Property for Sale,https://om.opensooq.com/en/search/264621263
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"12,000 OMR",", Suwaiq, 915666XX",,Property for Sale,https://om.opensooq.com/en/search/264519855
OpenSooq,Residential Land for Sale in Al Batinah Suwaiq,"12,000 OMR",", Suwaiq, 915666XX",,Property for Sale,https://om.opensooq.com/en/search/264519767
OpenSooq,Residential Land for Sale in Dhofar Salala,"30,000 OMR",", Salala, 921022XX",,Property for Sale,https://om.opensooq.com/en/search/265866071
OpenSooq,Residential Land for Sale in Muscat Amerat,"11,700 OMR",", Amerat, 977987XX",,Property for Sale,https://om.opensooq.com/en/search/263751329
OpenSooq,101 m2 3 Bedrooms Apartments for Sale in Muscat Al Mawaleh,"47,000 OMR",", Al Mawaleh, 919111XX",101 m²,Property for Sale,https://om.opensooq.com/en/search/266708989
OpenSooq,463 m2 5 Bedrooms Villa for Sale in Buraimi Al Buraimi,"75,000 OMR",", Al Buraimi, 925619XX",463 m²,Property for Sale,https://om.opensooq.com/en/search/259035155
OpenSooq,252 m2 4 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,"47,000 OMR",", Suwaiq, 966665XX",252 m²,Property for Sale,https://om.opensooq.com/en/search/267030309
OpenSooq,Commercial Land for Sale in Al Batinah Suwaiq,"15,000 OMR",", Suwaiq, 984848XX",,Property for Sale,https://om.opensooq.com/en/search/265890099
OpenSooq,farm land for land in masnaah near barka batinah,"99,000 OMR",", Al Masnaah, 993583XX",,Property for Sale,https://om.opensooq.com/en/search/263631049
OpenSooq,Residential Land for Sale in Muscat Amerat,"1,000,000 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/257574277
OpenSooq,Residential Land for Sale in Muscat Amerat,"52,000 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/265859087
OpenSooq,400 m2 More than 6 bedrooms Villa for Sale in Dhofar Salala,"81,000 OMR",", Salala, 925418XX",400 m²,Property for Sale,https://om.opensooq.com/en/search/267077217
OpenSooq,Farm Land for Sale in Al Batinah Suwaiq,"15,500 OMR",", Suwaiq, 923895XX",,Property for Sale,https://om.opensooq.com/en/search/267027845
OpenSooq,71 m2 3 Bedrooms Apartments for Sale in Dhofar Salala,"23,000 OMR",", Salala, 955550XX",71 m²,Property for Sale,https://om.opensooq.com/en/search/266864779
OpenSooq,Farm Land for Sale in Al Batinah Sohar,"35,000 OMR",", Sohar, 941557XX",,Property for Sale,https://om.opensooq.com/en/search/267026831
OpenSooq,Residential Land for Sale in Muscat Amerat,"4,000 OMR",", Amerat, 929015XX",,Property for Sale,https://om.opensooq.com/en/search/267026645
OpenSooq,Residential Land for Sale in Al Batinah Barka,"20,500 OMR",", Barka, 933883XX",,Property for Sale,https://om.opensooq.com/en/search/266217329
OpenSooq,Commercial Land for Sale in Muscat Amerat,"26,000 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/264051075
OpenSooq,Farm Land for Sale in Muscat Bosher,"19,000 OMR",", Bosher, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/266539001
OpenSooq,Residential Land for Sale in Muscat Amerat,"33,000 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/260086733
OpenSooq,Farm Land for Sale in Muscat Amerat,"82,000 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/263538371
OpenSooq,Residential Land for Sale in Muscat Amerat,"38,000 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/264810611
OpenSooq,Commercial Land for Sale in Muscat Al Maabilah,"200,000 OMR",", Al Maabilah, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/266110165
OpenSooq,Residential Land for Sale in Muscat Amerat,"8,000 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/266752543
OpenSooq,Residential Land for Sale in Muscat Amerat,"2,600 OMR",", Amerat, 911195XX",,Property for Sale,https://om.opensooq.com/en/search/266752833
OpenSooq,90 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,"17,500 OMR",", Salala, 784888XX",90 m²,Property for Sale,https://om.opensooq.com/en/search/265801533
OpenSooq,123 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,"32,000 OMR",", Al Maabilah, 940700XX",123 m²,Property for Sale,https://om.opensooq.com/en/search/266752709
OpenSooq,270 m2 5 Bedrooms Townhouse for Sale in Al Batinah Saham,"55,000 OMR",", Saham, 986844XX",270 m²,Property for Sale,https://om.opensooq.com/en/search/265955175
OpenSooq,Residential Land for Sale in Muscat Bosher,"115,000 OMR",", Bosher, 977987XX",,Property for Sale,https://om.opensooq.com/en/search/266916721
OpenSooq,Freehold Brand New 4-Bedroom Townhouse for Sale in Muscat Hills,"250,000 OMR",", Muscat Hills, 786427XX",309 m²,Property for Sale,https://om.opensooq.com/en/search/266163505
OpenSooq,"1-Bedroom Apartment with Stunning Ocean Views – The Great Escape Building, AIDA","75,000 OMR",", Yiti, 944477XX",72 m²,Property for Sale,https://om.opensooq.com/en/search/260570073
OpenSooq,Twin villa for sale Al ghubra opposite Royal hospital,"189,000 OMR",", Ghubrah, 928219XX",500 m²,Property for Sale,https://om.opensooq.com/en/search/260518997
